seed,scope,independence,publisher_engine,verifier_engine,injection,applicable,detected,detection_layer,pipeline_outcome,authorization_basis,attribution_class,attributed_as,expected_detected,expected_layer,oracle_match,independence_level,source_lineage,parser_lineage,semantics_core_lineage,build_toolchain,runtime_backend,dependency_set,hardware_architecture,operator_or_organization,source_lineage_relation,source_lineage_provenance,source_lineage_evidence_ref,parser_lineage_relation,parser_lineage_provenance,parser_lineage_evidence_ref,semantics_core_lineage_relation,semantics_core_lineage_provenance,semantics_core_lineage_evidence_ref,build_toolchain_relation,build_toolchain_provenance,build_toolchain_evidence_ref,runtime_backend_relation,runtime_backend_provenance,runtime_backend_evidence_ref,dependency_set_relation,dependency_set_provenance,dependency_set_evidence_ref,hardware_architecture_relation,hardware_architecture_provenance,hardware_architecture_evidence_ref,operator_or_organization_relation,operator_or_organization_provenance,operator_or_organization_evidence_ref
20260718,A1,I0,E3,E3,clean,yes,no,none,not_reexecuted,none,none,none,no,none,yes,same-artifact rerun,same,same,same,same,same,same,same,same,Shared,VerifierEstablished,sha256:b6cb070db4ed5cfb69017d4a5ae79616011d7b5327197193eee18e7c45894c88,Shared,VerifierEstablished,sha256:86ead7aced88eee65424669a0d86f366499b4006dcf5b8ebf976bf3e1a87117c,Shared,VerifierEstablished,sha256:1806ecbe81e329e4095a501608a9facebdd0ec8a56f477cc71be6a000d8e4542,Shared,VerifierEstablished,sha256:48127aa4ec972ae5f973140484ce287fc361c3b8caa4a670d0937be8288682c7,Shared,VerifierEstablished,sha256:9a532399192577c5b64c6f103f80aa046d0a6a70acb249fbe129cddd76db404e,Shared,VerifierEstablished,sha256:c571ca67e9023b08367c4f90fd8d789fd7c6f665b955e10a7ce22970af2a90bb,Shared,VerifierEstablished,sha256:ebaba95c73bd875c01242773bd15ed9336de942a11fa8603ace2e426584d8617,Shared,VerifierEstablished,sha256:727fd67d99a17c69c9c193c6b07fa86adbbeb4f6a4421cbe570aab68a9e28c74
20260718,A1,I0,E3,E3,stale-1,yes,yes,signature,rejected,none,tamper,tamper,yes,signature,yes,same-artifact rerun,same,same,same,same,same,same,same,same,Shared,VerifierEstablished,sha256:b6cb070db4ed5cfb69017d4a5ae79616011d7b5327197193eee18e7c45894c88,Shared,VerifierEstablished,sha256:86ead7aced88eee65424669a0d86f366499b4006dcf5b8ebf976bf3e1a87117c,Shared,VerifierEstablished,sha256:1806ecbe81e329e4095a501608a9facebdd0ec8a56f477cc71be6a000d8e4542,Shared,VerifierEstablished,sha256:48127aa4ec972ae5f973140484ce287fc361c3b8caa4a670d0937be8288682c7,Shared,VerifierEstablished,sha256:9a532399192577c5b64c6f103f80aa046d0a6a70acb249fbe129cddd76db404e,Shared,VerifierEstablished,sha256:c571ca67e9023b08367c4f90fd8d789fd7c6f665b955e10a7ce22970af2a90bb,Shared,VerifierEstablished,sha256:ebaba95c73bd875c01242773bd15ed9336de942a11fa8603ace2e426584d8617,Shared,VerifierEstablished,sha256:727fd67d99a17c69c9c193c6b07fa86adbbeb4f6a4421cbe570aab68a9e28c74
20260718,A1,I0,E3,E3,stale-2,yes,yes,nonce+freshness,rejected,none,stale,stale,yes,nonce+freshness,yes,same-artifact rerun,same,same,same,same,same,same,same,same,Shared,VerifierEstablished,sha256:b6cb070db4ed5cfb69017d4a5ae79616011d7b5327197193eee18e7c45894c88,Shared,VerifierEstablished,sha256:86ead7aced88eee65424669a0d86f366499b4006dcf5b8ebf976bf3e1a87117c,Shared,VerifierEstablished,sha256:1806ecbe81e329e4095a501608a9facebdd0ec8a56f477cc71be6a000d8e4542,Shared,VerifierEstablished,sha256:48127aa4ec972ae5f973140484ce287fc361c3b8caa4a670d0937be8288682c7,Shared,VerifierEstablished,sha256:9a532399192577c5b64c6f103f80aa046d0a6a70acb249fbe129cddd76db404e,Shared,VerifierEstablished,sha256:c571ca67e9023b08367c4f90fd8d789fd7c6f665b955e10a7ce22970af2a90bb,Shared,VerifierEstablished,sha256:ebaba95c73bd875c01242773bd15ed9336de942a11fa8603ace2e426584d8617,Shared,VerifierEstablished,sha256:727fd67d99a17c69c9c193c6b07fa86adbbeb4f6a4421cbe570aab68a9e28c74
20260718,A1,I0,E3,E3,stale-3,yes,no,none,not_reexecuted,none,stale,none,no,none,yes,same-artifact rerun,same,same,same,same,same,same,same,same,Shared,VerifierEstablished,sha256:b6cb070db4ed5cfb69017d4a5ae79616011d7b5327197193eee18e7c45894c88,Shared,VerifierEstablished,sha256:86ead7aced88eee65424669a0d86f366499b4006dcf5b8ebf976bf3e1a87117c,Shared,VerifierEstablished,sha256:1806ecbe81e329e4095a501608a9facebdd0ec8a56f477cc71be6a000d8e4542,Shared,VerifierEstablished,sha256:48127aa4ec972ae5f973140484ce287fc361c3b8caa4a670d0937be8288682c7,Shared,VerifierEstablished,sha256:9a532399192577c5b64c6f103f80aa046d0a6a70acb249fbe129cddd76db404e,Shared,VerifierEstablished,sha256:c571ca67e9023b08367c4f90fd8d789fd7c6f665b955e10a7ce22970af2a90bb,Shared,VerifierEstablished,sha256:ebaba95c73bd875c01242773bd15ed9336de942a11fa8603ace2e426584d8617,Shared,VerifierEstablished,sha256:727fd67d99a17c69c9c193c6b07fa86adbbeb4f6a4421cbe570aab68a9e28c74
20260718,A1,I0,E3,E3,semantics-version-drift,yes,no,none,not_reexecuted,none,version-drift,none,no,none,yes,same-artifact rerun,same,same,same,same,same,same,same,same,Shared,VerifierEstablished,sha256:b6cb070db4ed5cfb69017d4a5ae79616011d7b5327197193eee18e7c45894c88,Shared,VerifierEstablished,sha256:86ead7aced88eee65424669a0d86f366499b4006dcf5b8ebf976bf3e1a87117c,Shared,VerifierEstablished,sha256:1806ecbe81e329e4095a501608a9facebdd0ec8a56f477cc71be6a000d8e4542,Shared,VerifierEstablished,sha256:48127aa4ec972ae5f973140484ce287fc361c3b8caa4a670d0937be8288682c7,Shared,VerifierEstablished,sha256:9a532399192577c5b64c6f103f80aa046d0a6a70acb249fbe129cddd76db404e,Shared,VerifierEstablished,sha256:c571ca67e9023b08367c4f90fd8d789fd7c6f665b955e10a7ce22970af2a90bb,Shared,VerifierEstablished,sha256:ebaba95c73bd875c01242773bd15ed9336de942a11fa8603ace2e426584d8617,Shared,VerifierEstablished,sha256:727fd67d99a17c69c9c193c6b07fa86adbbeb4f6a4421cbe570aab68a9e28c74
20260718,A1,I0,E3,E3,single-operation-backend-fault,yes,no,none,not_reexecuted,none,engine-fault,none,no,none,yes,same-artifact rerun,same,same,same,same,same,same,same,same,Shared,VerifierEstablished,sha256:b6cb070db4ed5cfb69017d4a5ae79616011d7b5327197193eee18e7c45894c88,Shared,VerifierEstablished,sha256:86ead7aced88eee65424669a0d86f366499b4006dcf5b8ebf976bf3e1a87117c,Shared,VerifierEstablished,sha256:1806ecbe81e329e4095a501608a9facebdd0ec8a56f477cc71be6a000d8e4542,Shared,VerifierEstablished,sha256:48127aa4ec972ae5f973140484ce287fc361c3b8caa4a670d0937be8288682c7,Shared,VerifierEstablished,sha256:9a532399192577c5b64c6f103f80aa046d0a6a70acb249fbe129cddd76db404e,Shared,VerifierEstablished,sha256:c571ca67e9023b08367c4f90fd8d789fd7c6f665b955e10a7ce22970af2a90bb,Shared,VerifierEstablished,sha256:ebaba95c73bd875c01242773bd15ed9336de942a11fa8603ace2e426584d8617,Shared,VerifierEstablished,sha256:727fd67d99a17c69c9c193c6b07fa86adbbeb4f6a4421cbe570aab68a9e28c74
20260718,A1,I0,E3,E3,final-result-equal-trace-differs,yes,no,none,not_reexecuted,none,engine-fault,none,no,none,yes,same-artifact rerun,same,same,same,same,same,same,same,same,Shared,VerifierEstablished,sha256:b6cb070db4ed5cfb69017d4a5ae79616011d7b5327197193eee18e7c45894c88,Shared,VerifierEstablished,sha256:86ead7aced88eee65424669a0d86f366499b4006dcf5b8ebf976bf3e1a87117c,Shared,VerifierEstablished,sha256:1806ecbe81e329e4095a501608a9facebdd0ec8a56f477cc71be6a000d8e4542,Shared,VerifierEstablished,sha256:48127aa4ec972ae5f973140484ce287fc361c3b8caa4a670d0937be8288682c7,Shared,VerifierEstablished,sha256:9a532399192577c5b64c6f103f80aa046d0a6a70acb249fbe129cddd76db404e,Shared,VerifierEstablished,sha256:c571ca67e9023b08367c4f90fd8d789fd7c6f665b955e10a7ce22970af2a90bb,Shared,VerifierEstablished,sha256:ebaba95c73bd875c01242773bd15ed9336de942a11fa8603ace2e426584d8617,Shared,VerifierEstablished,sha256:727fd67d99a17c69c9c193c6b07fa86adbbeb4f6a4421cbe570aab68a9e28c74
20260718,A1,I0,E3,E3,outcome-confusion,yes,no,none,not_reexecuted,none,outcome,none,no,none,yes,same-artifact rerun,same,same,same,same,same,same,same,same,Shared,VerifierEstablished,sha256:b6cb070db4ed5cfb69017d4a5ae79616011d7b5327197193eee18e7c45894c88,Shared,VerifierEstablished,sha256:86ead7aced88eee65424669a0d86f366499b4006dcf5b8ebf976bf3e1a87117c,Shared,VerifierEstablished,sha256:1806ecbe81e329e4095a501608a9facebdd0ec8a56f477cc71be6a000d8e4542,Shared,VerifierEstablished,sha256:48127aa4ec972ae5f973140484ce287fc361c3b8caa4a670d0937be8288682c7,Shared,VerifierEstablished,sha256:9a532399192577c5b64c6f103f80aa046d0a6a70acb249fbe129cddd76db404e,Shared,VerifierEstablished,sha256:c571ca67e9023b08367c4f90fd8d789fd7c6f665b955e10a7ce22970af2a90bb,Shared,VerifierEstablished,sha256:ebaba95c73bd875c01242773bd15ed9336de942a11fa8603ace2e426584d8617,Shared,VerifierEstablished,sha256:727fd67d99a17c69c9c193c6b07fa86adbbeb4f6a4421cbe570aab68a9e28c74
20260718,A1,I0,E3,E3,diagnostics-promoted-as-success,yes,no,none,not_reexecuted,none,outcome,none,no,none,yes,same-artifact rerun,same,same,same,same,same,same,same,same,Shared,VerifierEstablished,sha256:b6cb070db4ed5cfb69017d4a5ae79616011d7b5327197193eee18e7c45894c88,Shared,VerifierEstablished,sha256:86ead7aced88eee65424669a0d86f366499b4006dcf5b8ebf976bf3e1a87117c,Shared,VerifierEstablished,sha256:1806ecbe81e329e4095a501608a9facebdd0ec8a56f477cc71be6a000d8e4542,Shared,VerifierEstablished,sha256:48127aa4ec972ae5f973140484ce287fc361c3b8caa4a670d0937be8288682c7,Shared,VerifierEstablished,sha256:9a532399192577c5b64c6f103f80aa046d0a6a70acb249fbe129cddd76db404e,Shared,VerifierEstablished,sha256:c571ca67e9023b08367c4f90fd8d789fd7c6f665b955e10a7ce22970af2a90bb,Shared,VerifierEstablished,sha256:ebaba95c73bd875c01242773bd15ed9336de942a11fa8603ace2e426584d8617,Shared,VerifierEstablished,sha256:727fd67d99a17c69c9c193c6b07fa86adbbeb4f6a4421cbe570aab68a9e28c74
20260718,A1,I0,E3,E3,shared-rust-lineage-fault,yes,no,none,not_reexecuted,none,engine-fault,none,no,none,yes,same-artifact rerun,same,same,same,same,same,same,same,same,Shared,VerifierEstablished,sha256:b6cb070db4ed5cfb69017d4a5ae79616011d7b5327197193eee18e7c45894c88,Shared,VerifierEstablished,sha256:86ead7aced88eee65424669a0d86f366499b4006dcf5b8ebf976bf3e1a87117c,Shared,VerifierEstablished,sha256:1806ecbe81e329e4095a501608a9facebdd0ec8a56f477cc71be6a000d8e4542,Shared,VerifierEstablished,sha256:48127aa4ec972ae5f973140484ce287fc361c3b8caa4a670d0937be8288682c7,Shared,VerifierEstablished,sha256:9a532399192577c5b64c6f103f80aa046d0a6a70acb249fbe129cddd76db404e,Shared,VerifierEstablished,sha256:c571ca67e9023b08367c4f90fd8d789fd7c6f665b955e10a7ce22970af2a90bb,Shared,VerifierEstablished,sha256:ebaba95c73bd875c01242773bd15ed9336de942a11fa8603ace2e426584d8617,Shared,VerifierEstablished,sha256:727fd67d99a17c69c9c193c6b07fa86adbbeb4f6a4421cbe570aab68a9e28c74
20260718,A1,I1,E3,E1,clean,yes,no,none,not_reexecuted,none,none,none,no,none,yes,distinct artifact/revision; common Rust lineage,common-rust-lineage-distinct-revisions,common-lineage,common-lineage,same-cargo-rustc-host,native-rust-both,substantially-overlapping,same,same,Shared,VerifierEstablished,sha256:957d658206fc26a561de316b80fb01b0ba096f292017ddae5d13a7c7b9f23b3f,Shared,VerifierEstablished,sha256:2ed7739bf9e0f116d1efa381e31a1ad7688bb9071cdc6f484fae33e9d5c5d0c1,Shared,VerifierEstablished,sha256:6ccda47e512d06699ca5e58b82d038397ff09e08fa922a21683afe058772795f,Shared,VerifierEstablished,sha256:87b353f718687df007589c9e7483383a1ac7dd16c6e7015cb4002a9c710c0f49,Shared,VerifierEstablished,sha256:ff5c465460821316388df091ccd9019beb168b0ce53bff06dbfd39df5a690aaf,Partial,VerifierEstablished,sha256:af1f39a8e1d3f535369b553bb27e2fdd892466bbdc8527ce9ea6bcd6131f129a,Shared,VerifierEstablished,sha256:c87b4254c42b64d6b577a736cdbaea12d011ab2e2e2c95ad09034f4287d5fa46,Shared,VerifierEstablished,sha256:8f88b47c707a0d83db4ee4b7b2192b6a57e045875b0afb1dc03955f6acd85846
20260718,A1,I1,E3,E1,stale-1,yes,yes,signature,rejected,none,tamper,tamper,yes,signature,yes,distinct artifact/revision; common Rust lineage,common-rust-lineage-distinct-revisions,common-lineage,common-lineage,same-cargo-rustc-host,native-rust-both,substantially-overlapping,same,same,Shared,VerifierEstablished,sha256:957d658206fc26a561de316b80fb01b0ba096f292017ddae5d13a7c7b9f23b3f,Shared,VerifierEstablished,sha256:2ed7739bf9e0f116d1efa381e31a1ad7688bb9071cdc6f484fae33e9d5c5d0c1,Shared,VerifierEstablished,sha256:6ccda47e512d06699ca5e58b82d038397ff09e08fa922a21683afe058772795f,Shared,VerifierEstablished,sha256:87b353f718687df007589c9e7483383a1ac7dd16c6e7015cb4002a9c710c0f49,Shared,VerifierEstablished,sha256:ff5c465460821316388df091ccd9019beb168b0ce53bff06dbfd39df5a690aaf,Partial,VerifierEstablished,sha256:af1f39a8e1d3f535369b553bb27e2fdd892466bbdc8527ce9ea6bcd6131f129a,Shared,VerifierEstablished,sha256:c87b4254c42b64d6b577a736cdbaea12d011ab2e2e2c95ad09034f4287d5fa46,Shared,VerifierEstablished,sha256:8f88b47c707a0d83db4ee4b7b2192b6a57e045875b0afb1dc03955f6acd85846
20260718,A1,I1,E3,E1,stale-2,yes,yes,nonce+freshness,rejected,none,stale,stale,yes,nonce+freshness,yes,distinct artifact/revision; common Rust lineage,common-rust-lineage-distinct-revisions,common-lineage,common-lineage,same-cargo-rustc-host,native-rust-both,substantially-overlapping,same,same,Shared,VerifierEstablished,sha256:957d658206fc26a561de316b80fb01b0ba096f292017ddae5d13a7c7b9f23b3f,Shared,VerifierEstablished,sha256:2ed7739bf9e0f116d1efa381e31a1ad7688bb9071cdc6f484fae33e9d5c5d0c1,Shared,VerifierEstablished,sha256:6ccda47e512d06699ca5e58b82d038397ff09e08fa922a21683afe058772795f,Shared,VerifierEstablished,sha256:87b353f718687df007589c9e7483383a1ac7dd16c6e7015cb4002a9c710c0f49,Shared,VerifierEstablished,sha256:ff5c465460821316388df091ccd9019beb168b0ce53bff06dbfd39df5a690aaf,Partial,VerifierEstablished,sha256:af1f39a8e1d3f535369b553bb27e2fdd892466bbdc8527ce9ea6bcd6131f129a,Shared,VerifierEstablished,sha256:c87b4254c42b64d6b577a736cdbaea12d011ab2e2e2c95ad09034f4287d5fa46,Shared,VerifierEstablished,sha256:8f88b47c707a0d83db4ee4b7b2192b6a57e045875b0afb1dc03955f6acd85846
20260718,A1,I1,E3,E1,stale-3,yes,no,none,not_reexecuted,none,stale,none,no,none,yes,distinct artifact/revision; common Rust lineage,common-rust-lineage-distinct-revisions,common-lineage,common-lineage,same-cargo-rustc-host,native-rust-both,substantially-overlapping,same,same,Shared,VerifierEstablished,sha256:957d658206fc26a561de316b80fb01b0ba096f292017ddae5d13a7c7b9f23b3f,Shared,VerifierEstablished,sha256:2ed7739bf9e0f116d1efa381e31a1ad7688bb9071cdc6f484fae33e9d5c5d0c1,Shared,VerifierEstablished,sha256:6ccda47e512d06699ca5e58b82d038397ff09e08fa922a21683afe058772795f,Shared,VerifierEstablished,sha256:87b353f718687df007589c9e7483383a1ac7dd16c6e7015cb4002a9c710c0f49,Shared,VerifierEstablished,sha256:ff5c465460821316388df091ccd9019beb168b0ce53bff06dbfd39df5a690aaf,Partial,VerifierEstablished,sha256:af1f39a8e1d3f535369b553bb27e2fdd892466bbdc8527ce9ea6bcd6131f129a,Shared,VerifierEstablished,sha256:c87b4254c42b64d6b577a736cdbaea12d011ab2e2e2c95ad09034f4287d5fa46,Shared,VerifierEstablished,sha256:8f88b47c707a0d83db4ee4b7b2192b6a57e045875b0afb1dc03955f6acd85846
20260718,A1,I1,E3,E1,semantics-version-drift,yes,no,none,not_reexecuted,none,version-drift,none,no,none,yes,distinct artifact/revision; common Rust lineage,common-rust-lineage-distinct-revisions,common-lineage,common-lineage,same-cargo-rustc-host,native-rust-both,substantially-overlapping,same,same,Shared,VerifierEstablished,sha256:957d658206fc26a561de316b80fb01b0ba096f292017ddae5d13a7c7b9f23b3f,Shared,VerifierEstablished,sha256:2ed7739bf9e0f116d1efa381e31a1ad7688bb9071cdc6f484fae33e9d5c5d0c1,Shared,VerifierEstablished,sha256:6ccda47e512d06699ca5e58b82d038397ff09e08fa922a21683afe058772795f,Shared,VerifierEstablished,sha256:87b353f718687df007589c9e7483383a1ac7dd16c6e7015cb4002a9c710c0f49,Shared,VerifierEstablished,sha256:ff5c465460821316388df091ccd9019beb168b0ce53bff06dbfd39df5a690aaf,Partial,VerifierEstablished,sha256:af1f39a8e1d3f535369b553bb27e2fdd892466bbdc8527ce9ea6bcd6131f129a,Shared,VerifierEstablished,sha256:c87b4254c42b64d6b577a736cdbaea12d011ab2e2e2c95ad09034f4287d5fa46,Shared,VerifierEstablished,sha256:8f88b47c707a0d83db4ee4b7b2192b6a57e045875b0afb1dc03955f6acd85846
20260718,A1,I1,E3,E1,single-operation-backend-fault,yes,no,none,not_reexecuted,none,engine-fault,none,no,none,yes,distinct artifact/revision; common Rust lineage,common-rust-lineage-distinct-revisions,common-lineage,common-lineage,same-cargo-rustc-host,native-rust-both,substantially-overlapping,same,same,Shared,VerifierEstablished,sha256:957d658206fc26a561de316b80fb01b0ba096f292017ddae5d13a7c7b9f23b3f,Shared,VerifierEstablished,sha256:2ed7739bf9e0f116d1efa381e31a1ad7688bb9071cdc6f484fae33e9d5c5d0c1,Shared,VerifierEstablished,sha256:6ccda47e512d06699ca5e58b82d038397ff09e08fa922a21683afe058772795f,Shared,VerifierEstablished,sha256:87b353f718687df007589c9e7483383a1ac7dd16c6e7015cb4002a9c710c0f49,Shared,VerifierEstablished,sha256:ff5c465460821316388df091ccd9019beb168b0ce53bff06dbfd39df5a690aaf,Partial,VerifierEstablished,sha256:af1f39a8e1d3f535369b553bb27e2fdd892466bbdc8527ce9ea6bcd6131f129a,Shared,VerifierEstablished,sha256:c87b4254c42b64d6b577a736cdbaea12d011ab2e2e2c95ad09034f4287d5fa46,Shared,VerifierEstablished,sha256:8f88b47c707a0d83db4ee4b7b2192b6a57e045875b0afb1dc03955f6acd85846
20260718,A1,I1,E3,E1,final-result-equal-trace-differs,yes,no,none,not_reexecuted,none,engine-fault,none,no,none,yes,distinct artifact/revision; common Rust lineage,common-rust-lineage-distinct-revisions,common-lineage,common-lineage,same-cargo-rustc-host,native-rust-both,substantially-overlapping,same,same,Shared,VerifierEstablished,sha256:957d658206fc26a561de316b80fb01b0ba096f292017ddae5d13a7c7b9f23b3f,Shared,VerifierEstablished,sha256:2ed7739bf9e0f116d1efa381e31a1ad7688bb9071cdc6f484fae33e9d5c5d0c1,Shared,VerifierEstablished,sha256:6ccda47e512d06699ca5e58b82d038397ff09e08fa922a21683afe058772795f,Shared,VerifierEstablished,sha256:87b353f718687df007589c9e7483383a1ac7dd16c6e7015cb4002a9c710c0f49,Shared,VerifierEstablished,sha256:ff5c465460821316388df091ccd9019beb168b0ce53bff06dbfd39df5a690aaf,Partial,VerifierEstablished,sha256:af1f39a8e1d3f535369b553bb27e2fdd892466bbdc8527ce9ea6bcd6131f129a,Shared,VerifierEstablished,sha256:c87b4254c42b64d6b577a736cdbaea12d011ab2e2e2c95ad09034f4287d5fa46,Shared,VerifierEstablished,sha256:8f88b47c707a0d83db4ee4b7b2192b6a57e045875b0afb1dc03955f6acd85846
20260718,A1,I1,E3,E1,outcome-confusion,yes,no,none,not_reexecuted,none,outcome,none,no,none,yes,distinct artifact/revision; common Rust lineage,common-rust-lineage-distinct-revisions,common-lineage,common-lineage,same-cargo-rustc-host,native-rust-both,substantially-overlapping,same,same,Shared,VerifierEstablished,sha256:957d658206fc26a561de316b80fb01b0ba096f292017ddae5d13a7c7b9f23b3f,Shared,VerifierEstablished,sha256:2ed7739bf9e0f116d1efa381e31a1ad7688bb9071cdc6f484fae33e9d5c5d0c1,Shared,VerifierEstablished,sha256:6ccda47e512d06699ca5e58b82d038397ff09e08fa922a21683afe058772795f,Shared,VerifierEstablished,sha256:87b353f718687df007589c9e7483383a1ac7dd16c6e7015cb4002a9c710c0f49,Shared,VerifierEstablished,sha256:ff5c465460821316388df091ccd9019beb168b0ce53bff06dbfd39df5a690aaf,Partial,VerifierEstablished,sha256:af1f39a8e1d3f535369b553bb27e2fdd892466bbdc8527ce9ea6bcd6131f129a,Shared,VerifierEstablished,sha256:c87b4254c42b64d6b577a736cdbaea12d011ab2e2e2c95ad09034f4287d5fa46,Shared,VerifierEstablished,sha256:8f88b47c707a0d83db4ee4b7b2192b6a57e045875b0afb1dc03955f6acd85846
20260718,A1,I1,E3,E1,diagnostics-promoted-as-success,yes,no,none,not_reexecuted,none,outcome,none,no,none,yes,distinct artifact/revision; common Rust lineage,common-rust-lineage-distinct-revisions,common-lineage,common-lineage,same-cargo-rustc-host,native-rust-both,substantially-overlapping,same,same,Shared,VerifierEstablished,sha256:957d658206fc26a561de316b80fb01b0ba096f292017ddae5d13a7c7b9f23b3f,Shared,VerifierEstablished,sha256:2ed7739bf9e0f116d1efa381e31a1ad7688bb9071cdc6f484fae33e9d5c5d0c1,Shared,VerifierEstablished,sha256:6ccda47e512d06699ca5e58b82d038397ff09e08fa922a21683afe058772795f,Shared,VerifierEstablished,sha256:87b353f718687df007589c9e7483383a1ac7dd16c6e7015cb4002a9c710c0f49,Shared,VerifierEstablished,sha256:ff5c465460821316388df091ccd9019beb168b0ce53bff06dbfd39df5a690aaf,Partial,VerifierEstablished,sha256:af1f39a8e1d3f535369b553bb27e2fdd892466bbdc8527ce9ea6bcd6131f129a,Shared,VerifierEstablished,sha256:c87b4254c42b64d6b577a736cdbaea12d011ab2e2e2c95ad09034f4287d5fa46,Shared,VerifierEstablished,sha256:8f88b47c707a0d83db4ee4b7b2192b6a57e045875b0afb1dc03955f6acd85846
20260718,A1,I1,E3,E1,shared-rust-lineage-fault,yes,no,none,not_reexecuted,none,engine-fault,none,no,none,yes,distinct artifact/revision; common Rust lineage,common-rust-lineage-distinct-revisions,common-lineage,common-lineage,same-cargo-rustc-host,native-rust-both,substantially-overlapping,same,same,Shared,VerifierEstablished,sha256:957d658206fc26a561de316b80fb01b0ba096f292017ddae5d13a7c7b9f23b3f,Shared,VerifierEstablished,sha256:2ed7739bf9e0f116d1efa381e31a1ad7688bb9071cdc6f484fae33e9d5c5d0c1,Shared,VerifierEstablished,sha256:6ccda47e512d06699ca5e58b82d038397ff09e08fa922a21683afe058772795f,Shared,VerifierEstablished,sha256:87b353f718687df007589c9e7483383a1ac7dd16c6e7015cb4002a9c710c0f49,Shared,VerifierEstablished,sha256:ff5c465460821316388df091ccd9019beb168b0ce53bff06dbfd39df5a690aaf,Partial,VerifierEstablished,sha256:af1f39a8e1d3f535369b553bb27e2fdd892466bbdc8527ce9ea6bcd6131f129a,Shared,VerifierEstablished,sha256:c87b4254c42b64d6b577a736cdbaea12d011ab2e2e2c95ad09034f4287d5fa46,Shared,VerifierEstablished,sha256:8f88b47c707a0d83db4ee4b7b2192b6a57e045875b0afb1dc03955f6acd85846
20260718,A1,I2,E3,E2,clean,yes,no,none,not_reexecuted,none,none,none,no,none,yes,distinct evaluator/frontend source; shared Rust host,Rust-vs-DSL L-source,native-vs-guest-E2 guest evaluator,native-Rust-vs-E2 guest evaluator-machine,shared-cargo-wrapper,native-Rust-vs-DSL L-guest-on-Rust-host,shared-host-and-contracts,same,same,Distinct,VerifierEstablished,sha256:a1748501441ec4d5faf17d0d07b6e8b19be155e584a53ad6f7ececafa7ecd10c,Distinct,VerifierEstablished,sha256:ea69b6e996cb913bf5ffd96783967155b0ea8cd510a4d05965723a4a5c6476c2,Distinct,VerifierEstablished,sha256:4000174b7b1df5d482793edbae0b1c64b9898ae85d71c61debebe4d0d2069c0e,Shared,VerifierEstablished,sha256:a5cf70ab485171e643a12bbb81046d5bf0def8985123cb67a5043e4016fd6eea,Partial,VerifierEstablished,sha256:7fe723053d5a43fe5e879847e19c6d88b217d48c22f696b830744baa6e4fb5ee,Partial,VerifierEstablished,sha256:499fd6aa51c194a5efc9e0365deb0ea8e3161c45f1546493cf432da660486fce,Shared,VerifierEstablished,sha256:c0046b05182f3d94651155a2ca097027a323df02b880e43ed684134e399aeb8f,Shared,VerifierEstablished,sha256:cf02cb1eb3ee49be28fdeb473a6f822106827b90fc76b04c578c1eff56357097
20260718,A1,I2,E3,E2,stale-1,yes,yes,signature,rejected,none,tamper,tamper,yes,signature,yes,distinct evaluator/frontend source; shared Rust host,Rust-vs-DSL L-source,native-vs-guest-E2 guest evaluator,native-Rust-vs-E2 guest evaluator-machine,shared-cargo-wrapper,native-Rust-vs-DSL L-guest-on-Rust-host,shared-host-and-contracts,same,same,Distinct,VerifierEstablished,sha256:a1748501441ec4d5faf17d0d07b6e8b19be155e584a53ad6f7ececafa7ecd10c,Distinct,VerifierEstablished,sha256:ea69b6e996cb913bf5ffd96783967155b0ea8cd510a4d05965723a4a5c6476c2,Distinct,VerifierEstablished,sha256:4000174b7b1df5d482793edbae0b1c64b9898ae85d71c61debebe4d0d2069c0e,Shared,VerifierEstablished,sha256:a5cf70ab485171e643a12bbb81046d5bf0def8985123cb67a5043e4016fd6eea,Partial,VerifierEstablished,sha256:7fe723053d5a43fe5e879847e19c6d88b217d48c22f696b830744baa6e4fb5ee,Partial,VerifierEstablished,sha256:499fd6aa51c194a5efc9e0365deb0ea8e3161c45f1546493cf432da660486fce,Shared,VerifierEstablished,sha256:c0046b05182f3d94651155a2ca097027a323df02b880e43ed684134e399aeb8f,Shared,VerifierEstablished,sha256:cf02cb1eb3ee49be28fdeb473a6f822106827b90fc76b04c578c1eff56357097
